job_id,job_title,company,industry,country,region,experience_level,remote_type,salary_usd,ai_skills_required,num_ai_skills,applicants,source_platform,posting_date
JOB00911,Data Scientist,VantageData,Manufacturing,Germany,Europe,Mid,On-site,124000,"A/B Testing, Data Visualization, ETL, LLMs",4,34.0,Indeed,2025-07-02
JOB00912,NLP Engineer,LumenData,Healthcare,United Kingdom,Europe,Mid,Remote,127500,"AWS, Computer Vision, Power BI, Python, TensorFlow, scikit-learn",6,35.0,LinkedIn,2025-11-19
JOB00913,Data Scientist,VantageAnalytics,Education,France,Europe,Entry,Hybrid,77000,"Data Visualization, LLMs, PyTorch, Python, SQL, Tableau",6,47.0,LinkedIn,2025-04-15
JOB00914,AI Ethics Analyst,LumenAnalytics,Consulting,United States,North America,Entry,Hybrid,67500,"Computer Vision, MLOps, PyTorch, SQL, TensorFlow",5,78.0,LinkedIn,2025-10-03
JOB00915,Generative AI Developer,DeltaLabs,E-commerce,United States,North America,Mid,On-site,158000,"ETL, Prompt Engineering, Python",3,34.0,LinkedIn,2025-03-04
JOB00916,Data Engineer (AI Systems),VertexAnalytics,Telecom,Germany,Europe,Entry,Hybrid,62500,"MLOps, R, scikit-learn",3,50.0,Glassdoor,2025-03-26
JOB00917,Computer Vision Engineer,QuantumSolutions,Media & Entertainment,United Kingdom,Europe,Senior,Remote,179000,"Excel, LLMs, Power BI, TensorFlow",4,24.0,LinkedIn,2025-08-03
JOB00918,Data Engineer (AI Systems),ArcGroup,Cybersecurity,India,South Asia,Mid,Remote,45000,"A/B Testing, Excel, LLMs, Power BI",4,36.0,LinkedIn,2025-10-13
JOB00919,Machine Learning Engineer,NimbusGroup,Manufacturing,Netherlands,Europe,Senior,On-site,170000,"Docker, ETL, Power BI",3,12.0,LinkedIn,2025-02-25
JOB00920,Data Scientist,ArcWorks,Consulting,India,South Asia,Entry,On-site,28000,"AWS, Docker, Generative AI, Power BI, PyTorch, Statistics",6,41.0,LinkedIn,2025-10-17
JOB00921,Computer Vision Engineer,OrbitSystems,Telecom,United States,North America,Mid,On-site,129000,"Computer Vision, Data Visualization, R, Tableau",4,24.0,LinkedIn,2025-10-29
JOB00922,NLP Engineer,ArcSystems,Cybersecurity,Pakistan,South Asia,Mid,Hybrid,49000,"AWS, Azure ML, Generative AI, Prompt Engineering, Python, Tableau",6,44.0,Indeed,2025-02-15
JOB00923,MLOps Engineer,NovaLabs,Consulting,United Kingdom,Europe,Mid,Hybrid,111000,"ETL, Power BI, TensorFlow",3,35.0,LinkedIn,2025-08-07
JOB00924,Business Intelligence Analyst (AI),NimbusGroup,Healthcare,Poland,Europe,Mid,On-site,95500,"Computer Vision, ETL, Python",3,29.0,LinkedIn,2025-08-11
JOB00925,AI Solutions Consultant,NovaSolutions,Fintech,Poland,Europe,Senior,Remote,158000,"Azure ML, Data Visualization, Power BI, PyTorch, Statistics, TensorFlow",6,21.0,CompanyWebsite,2025-01-17
JOB00926,Data Scientist,CortexLabs,Telecom,United States,North America,Senior,Hybrid,202000,"Azure ML, Data Visualization, Excel",3,19.0,LinkedIn,2025-02-05
JOB00927,AI Data Analyst,DeltaSolutions,Healthcare,Germany,Europe,Mid,Remote,78000,"Data Visualization, MLOps, NLP, Power BI, Prompt Engineering, SQL",6,45.0,AngelList,2025-12-26
JOB00928,Applied Scientist,QuantumAI,Education,Poland,Europe,Senior,On-site,230000,"Azure ML, LLMs, Prompt Engineering, PyTorch, R, Statistics",6,10.0,LinkedIn,2025-01-24
JOB00929,Computer Vision Engineer,QuantumAnalytics,Media & Entertainment,United Kingdom,Europe,Entry,Hybrid,81000,"Data Visualization, Python, scikit-learn",3,53.0,LinkedIn,2025-02-21
JOB00930,NLP Engineer,LumenTechnologies,Fintech,United States,North America,Mid,Remote,140000,"Excel, Generative AI, Power BI",3,55.0,CompanyWebsite,2025-02-14
JOB00931,AI Solutions Consultant,NimbusData,Cybersecurity,United States,North America,Entry,Hybrid,77000,"MLOps, PyTorch, Tableau",3,63.0,AngelList,2025-12-02
JOB00932,Business Intelligence Analyst (AI),QuantumIntelligence,Fintech,Canada,North America,Mid,Hybrid,75500,"Excel, MLOps, Python, R, SQL, Statistics",6,43.0,AngelList,2025-06-08
JOB00933,Prompt Engineer,OrbitAI,Manufacturing,Germany,Europe,Lead,Hybrid,154500,"A/B Testing, Docker, Generative AI, MLOps, R",5,10.0,Indeed,2025-09-07
JOB00934,MLOps Engineer,AtlasData,Telecom,Germany,Europe,Mid,Remote,140000,"Computer Vision, Excel, Power BI, Python",4,65.0,Indeed,2025-05-08
JOB00935,Generative AI Developer,NovaWorks,Manufacturing,UAE,Middle East,Mid,Hybrid,113000,"Computer Vision, Generative AI, PyTorch, TensorFlow",4,46.0,CompanyWebsite,2025-07-09
JOB00936,AI Product Analyst,AtlasData,Cybersecurity,Canada,North America,Entry,Hybrid,67000,"ETL, MLOps, PyTorch, scikit-learn",4,58.0,CompanyWebsite,2025-01-18
JOB00937,Machine Learning Engineer,ArcGroup,Education,India,South Asia,Entry,Hybrid,28500,"LLMs, Python, scikit-learn",3,48.0,Indeed,2025-05-15
JOB00938,Prompt Engineer,QuantumSystems,Media & Entertainment,Pakistan,South Asia,Mid,On-site,35000,"A/B Testing, AWS, ETL, Python, TensorFlow",5,20.0,CompanyWebsite,2025-11-05
JOB00939,Data Engineer (AI Systems),CortexAI,Government,Germany,Europe,Entry,Remote,66500,"Azure ML, Data Visualization, ETL, R, Statistics, scikit-learn",6,64.0,LinkedIn,2025-02-17
JOB00940,Prompt Engineer,ArcSystems,Education,Poland,Europe,Senior,Remote,134500,"AWS, LLMs, MLOps, Prompt Engineering, PyTorch, TensorFlow",6,26.0,LinkedIn,2025-03-09
JOB00941,NLP Engineer,PrismTechnologies,Manufacturing,UAE,Middle East,Mid,On-site,103000,"MLOps, Power BI, Tableau",3,26.0,Indeed,2025-05-19
JOB00942,Applied Scientist,CortexSolutions,Manufacturing,Singapore,Southeast Asia,Mid,Remote,106000,"SQL, TensorFlow, scikit-learn",3,48.0,LinkedIn,2025-03-13
JOB00943,AI Data Analyst,PulseTechnologies,Manufacturing,Brazil,South America,Senior,Hybrid,56500,"Azure ML, Docker, Excel, NLP, Prompt Engineering",5,18.0,LinkedIn,2025-06-20
JOB00944,AI Product Analyst,AtlasSolutions,Manufacturing,United Kingdom,Europe,Mid,Hybrid,87000,"AWS, ETL, LLMs, NLP, Prompt Engineering",5,41.0,LinkedIn,2025-09-03
JOB00945,AI Product Analyst,PrismIntelligence,Education,Australia,Oceania,Senior,Hybrid,166000,"Computer Vision, Generative AI, LLMs, MLOps, Python, Statistics",6,20.0,Indeed,2025-08-05
JOB00946,Business Intelligence Analyst (AI),HelixGroup,Telecom,India,South Asia,Mid,On-site,29500,"AWS, LLMs, NLP, R",4,33.0,Glassdoor,2025-03-17
JOB00947,Generative AI Developer,VertexData,Telecom,Singapore,Southeast Asia,Senior,On-site,162000,"Azure ML, ETL, Generative AI, TensorFlow",4,21.0,CompanyWebsite,2025-12-07
JOB00948,Applied Scientist,PrismIntelligence,Media & Entertainment,Netherlands,Europe,Senior,On-site,181000,"Azure ML, Data Visualization, Docker, TensorFlow",4,14.0,Glassdoor,2025-01-09
JOB00949,Data Scientist,PulseAI,E-commerce,Australia,Oceania,Lead,On-site,230000,"AWS, Azure ML, scikit-learn",3,5.0,Indeed,2025-10-09
JOB00950,AI Product Analyst,PrismIntelligence,Government,Germany,Europe,Mid,Remote,64500,"LLMs, MLOps, PyTorch, scikit-learn",4,43.0,Indeed,2025-09-04
JOB00951,MLOps Engineer,AtlasIntelligence,Consulting,Brazil,South America,Lead,Hybrid,149500,"A/B Testing, Docker, Excel, R, Statistics",5,14.0,CompanyWebsite,2025-08-14
JOB00952,Business Intelligence Analyst (AI),NovaGroup,Media & Entertainment,Ireland,Europe,Mid,On-site,71000,"Data Visualization, Generative AI, Power BI, Prompt Engineering",4,33.0,CompanyWebsite,2025-11-11
JOB00953,Prompt Engineer,QuantumGroup,Cybersecurity,Germany,Europe,Entry,Remote,54500,"NLP, Power BI, R, SQL, Tableau",5,64.0,CompanyWebsite,2025-03-29
JOB00954,AI Research Engineer,QuantumSystems,E-commerce,India,South Asia,Mid,Hybrid,51000,"AWS, Generative AI, MLOps, Prompt Engineering, TensorFlow",5,40.0,AngelList,2025-06-30
JOB00955,AI Solutions Consultant,QuantumSystems,E-commerce,United Kingdom,Europe,Mid,Hybrid,88500,"AWS, Docker, Generative AI, NLP, scikit-learn",5,38.0,Indeed,2025-01-21
JOB00956,Business Intelligence Analyst (AI),QuantumTechnologies,Manufacturing,Ireland,Europe,Lead,Hybrid,159000,"Docker, PyTorch, Python",3,13.0,LinkedIn,2025-07-12
JOB00957,Machine Learning Engineer,ZenithAI,Fintech,UAE,Middle East,Entry,Hybrid,64500,"A/B Testing, Computer Vision, PyTorch",3,76.0,LinkedIn,2025-04-28
JOB00958,AI Product Analyst,ArcData,Healthcare,Singapore,Southeast Asia,Entry,On-site,48000,"A/B Testing, Data Visualization, Excel, LLMs, MLOps, Tableau",6,44.0,CompanyWebsite,2025-10-16
JOB00959,AI Data Analyst,HelixWorks,Media & Entertainment,Ireland,Europe,Senior,Remote,90500,"Azure ML, Generative AI, scikit-learn",3,14.0,CompanyWebsite,2025-04-18
JOB00960,AI Ethics Analyst,LumenSolutions,Cybersecurity,India,South Asia,Senior,Hybrid,32500,"Computer Vision, Docker, Excel, LLMs, MLOps, Power BI",6,16.0,Indeed,2025-07-17
JOB00961,AI Solutions Consultant,AtlasLabs,E-commerce,Netherlands,Europe,Mid,On-site,102000,"AWS, Data Visualization, LLMs",3,37.0,Indeed,2025-10-23
JOB00962,NLP Engineer,VertexGroup,Education,Germany,Europe,Senior,On-site,190000,"Data Visualization, Generative AI, LLMs",3,10.0,Glassdoor,2025-10-11
JOB00963,AI Research Engineer,NovaData,Manufacturing,France,Europe,Senior,On-site,197000,"Azure ML, Docker, Power BI",3,11.0,Glassdoor,2025-02-10
JOB00964,Business Intelligence Analyst (AI),DeltaAI,E-commerce,United States,North America,Entry,Remote,57000,"A/B Testing, Azure ML, Python, R",4,75.0,CompanyWebsite,2025-04-26
JOB00965,AI Ethics Analyst,ZenithSystems,Education,India,South Asia,Mid,On-site,30500,"ETL, LLMs, PyTorch, Statistics, Tableau",5,24.0,LinkedIn,2025-05-14
JOB00966,Data Engineer (AI Systems),ArcSolutions,Fintech,Ireland,Europe,Mid,Remote,125000,"Data Visualization, Generative AI, Python, R",4,47.0,Glassdoor,2025-12-12
JOB00967,NLP Engineer,HelixData,Government,Canada,North America,Entry,Hybrid,103000,"Azure ML, Excel, NLP",3,66.0,Indeed,2025-09-05
JOB00968,Data Scientist,OrbitIntelligence,Healthcare,Pakistan,South Asia,Mid,Hybrid,40500,"Computer Vision, Statistics, Tableau",3,35.0,Glassdoor,2025-02-06
JOB00969,Business Intelligence Analyst (AI),ArcSolutions,Telecom,Poland,Europe,Senior,Hybrid,111500,"Azure ML, NLP, Power BI",3,22.0,CompanyWebsite,2025-07-01
JOB00970,NLP Engineer,ArcData,E-commerce,Australia,Oceania,Mid,Remote,169000,"Docker, Excel, Generative AI, PyTorch, Python, Tableau",6,51.0,Indeed,2025-01-31
JOB00971,Data Engineer (AI Systems),NimbusData,Manufacturing,Ireland,Europe,Mid,On-site,122500,"A/B Testing, Generative AI, Power BI, Tableau, scikit-learn",5,30.0,LinkedIn,2025-06-13
JOB00972,AI Data Analyst,QuantumGroup,Manufacturing,United States,North America,Entry,Hybrid,48500,"Excel, LLMs, MLOps, Power BI, Prompt Engineering, scikit-learn",6,62.0,LinkedIn,2025-05-22
JOB00973,Data Engineer (AI Systems),HelixIntelligence,Media & Entertainment,United States,North America,Lead,Remote,255000,"Data Visualization, LLMs, MLOps, NLP, Power BI, Tableau",6,14.0,Indeed,2025-03-09
JOB00974,Applied Scientist,PulseData,Consulting,United States,North America,Entry,Hybrid,107500,"LLMs, MLOps, SQL, Statistics",4,49.0,Indeed,2025-09-15
JOB00975,AI Ethics Analyst,QuantumLabs,Manufacturing,Germany,Europe,Mid,Remote,80000,"Azure ML, Computer Vision, Docker, Generative AI, R",5,42.0,Glassdoor,2025-09-11
JOB00976,Machine Learning Engineer,ArcSolutions,E-commerce,United Kingdom,Europe,Senior,Hybrid,192000,"AWS, Generative AI, MLOps, NLP, R, TensorFlow",6,24.0,CompanyWebsite,2025-02-04
JOB00977,AI Ethics Analyst,QuantumGroup,Consulting,India,South Asia,Mid,Remote,28000,"A/B Testing, Data Visualization, ETL, NLP, TensorFlow",5,47.0,AngelList,2025-06-24
JOB00978,Computer Vision Engineer,QuantumAnalytics,Telecom,Pakistan,South Asia,Senior,On-site,62500,"AWS, R, Statistics",3,11.0,Glassdoor,2025-09-15
JOB00979,Generative AI Developer,QuantumSolutions,Healthcare,Poland,Europe,Mid,Hybrid,105500,"Azure ML, Docker, R",3,40.0,Glassdoor,2025-06-08
JOB00980,AI Research Engineer,ZenithSystems,Education,United Kingdom,Europe,Entry,Hybrid,102000,"Computer Vision, Data Visualization, Excel, PyTorch",4,50.0,Glassdoor,2025-08-30
JOB00981,Generative AI Developer,NovaWorks,Cybersecurity,United Kingdom,Europe,Entry,Remote,79500,"AWS, LLMs, MLOps",3,76.0,LinkedIn,2025-11-04
JOB00982,Prompt Engineer,OrbitData,Education,UAE,Middle East,Entry,Hybrid,50000,"AWS, ETL, PyTorch, R, SQL",5,72.0,LinkedIn,2025-11-18
JOB00983,AI Research Engineer,VantageData,Cybersecurity,Canada,North America,Mid,On-site,150000,"ETL, LLMs, Statistics",3,,LinkedIn,2025-11-01
JOB00984,Data Engineer (AI Systems),QuantumLabs,Healthcare,Singapore,Southeast Asia,Lead,On-site,153000,"Computer Vision, Generative AI, MLOps, Power BI, PyTorch",5,9.0,Indeed,2025-08-14
JOB00985,NLP Engineer,ZenithGroup,Fintech,Ireland,Europe,Entry,On-site,89500,"A/B Testing, Docker, ETL, Generative AI, Statistics",5,53.0,Indeed,2025-12-01
JOB00986,AI Product Analyst,OrbitIntelligence,Telecom,France,Europe,Entry,Remote,50000,"Computer Vision, Docker, Python",3,81.0,LinkedIn,2025-08-12
JOB00987,MLOps Engineer,AtlasAnalytics,Healthcare,United Kingdom,Europe,Mid,On-site,126000,"Excel, Generative AI, Python, SQL",4,25.0,AngelList,2025-01-29
JOB00988,AI Research Engineer,OrbitSystems,Consulting,Netherlands,Europe,Entry,Hybrid,85000,"Azure ML, Docker, NLP",3,64.0,LinkedIn,2025-06-21
JOB00989,NLP Engineer,AtlasGroup,Media & Entertainment,United Kingdom,Europe,Mid,Hybrid,148500,"Data Visualization, Excel, PyTorch, Tableau, TensorFlow",5,39.0,AngelList,2025-11-16
JOB00990,Prompt Engineer,PulseAI,Cybersecurity,UAE,Middle East,Mid,On-site,97000,"AWS, ETL, LLMs, NLP, R, TensorFlow",6,24.0,CompanyWebsite,2025-05-05
JOB00991,NLP Engineer,VertexAnalytics,Education,Pakistan,South Asia,Mid,Remote,44500,"Azure ML, Statistics, scikit-learn",3,55.0,Indeed,2025-02-12
JOB00992,Prompt Engineer,OrbitWorks,Consulting,Netherlands,Europe,Entry,Remote,57000,"Docker, ETL, Generative AI, LLMs, MLOps, R",6,83.0,CompanyWebsite,2025-08-22
JOB00993,AI Research Engineer,QuantumIntelligence,Healthcare,Singapore,Southeast Asia,Entry,On-site,73500,"Data Visualization, Excel, Generative AI, Power BI",4,41.0,CompanyWebsite,2025-11-10
JOB00994,AI Research Engineer,AtlasTechnologies,Healthcare,Pakistan,South Asia,Mid,On-site,60500,"A/B Testing, Data Visualization, Docker, SQL, TensorFlow",5,23.0,LinkedIn,2025-06-17
JOB00995,AI Product Analyst,HelixAnalytics,Cybersecurity,United States,North America,Mid,Hybrid,100000,"A/B Testing, AWS, Generative AI, PyTorch, Statistics",5,33.0,LinkedIn,2025-05-17
JOB00996,AI Ethics Analyst,ZenithAnalytics,Media & Entertainment,UAE,Middle East,Senior,Remote,109000,"Excel, PyTorch, R, Tableau, TensorFlow",5,,LinkedIn,2025-07-17
JOB00997,Data Engineer (AI Systems),DeltaLabs,Fintech,United Kingdom,Europe,Mid,Hybrid,116000,"Docker, ETL, Prompt Engineering, PyTorch, R, Tableau",6,47.0,Glassdoor,2025-12-19
JOB00998,Prompt Engineer,QuantumWorks,Consulting,Poland,Europe,Entry,Hybrid,65000,"AWS, Azure ML, LLMs, NLP, Python",5,64.0,LinkedIn,2025-09-27
JOB00999,Generative AI Developer,OrbitData,Manufacturing,United Kingdom,Europe,Senior,Hybrid,178500,"Data Visualization, MLOps, Prompt Engineering, Statistics",4,15.0,Indeed,2025-05-18
JOB01000,Computer Vision Engineer,DeltaSystems,Fintech,UAE,Middle East,Lead,On-site,222000,"Computer Vision, Data Visualization, ETL, SQL",4,5.0,CompanyWebsite,2025-07-24
JOB01001,Prompt Engineer,LumenWorks,E-commerce,Pakistan,South Asia,Mid,Remote,37000,"NLP, PyTorch, R, scikit-learn",4,51.0,CompanyWebsite,2025-11-02
JOB01002,Generative AI Developer,VertexIntelligence,Fintech,United States,North America,Mid,On-site,140500,"AWS, Excel, Generative AI, Power BI, Python, Statistics",6,28.0,Indeed,2025-08-25
JOB01003,AI Solutions Consultant,NovaData,Government,United States,North America,Mid,Remote,148000,"Azure ML, Excel, Prompt Engineering, PyTorch",4,62.0,LinkedIn,2025-05-07
JOB01004,Applied Scientist,NovaIntelligence,Manufacturing,United States,North America,Entry,Hybrid,115500,"AWS, MLOps, Prompt Engineering, Python, Tableau, scikit-learn",6,48.0,AngelList,2025-06-24
JOB01005,Applied Scientist,NovaIntelligence,Telecom,Ireland,Europe,Senior,Remote,202500,"Generative AI, NLP, PyTorch",3,15.0,CompanyWebsite,2025-02-20
JOB01006,Computer Vision Engineer,OrbitIntelligence,Media & Entertainment,Poland,Europe,Entry,Remote,96500,"Computer Vision, Data Visualization, Power BI",3,82.0,Indeed,2025-09-28
JOB01007,Data Engineer (AI Systems),QuantumSolutions,Government,Poland,Europe,Entry,Remote,55500,"ETL, Excel, Tableau, scikit-learn",4,75.0,Indeed,2025-09-15
JOB01008,AI Product Analyst,QuantumAnalytics,Telecom,United Kingdom,Europe,Mid,On-site,74000,"Data Visualization, Excel, MLOps, Prompt Engineering, PyTorch, Python",6,32.0,Indeed,2025-01-04
JOB01009,AI Ethics Analyst,NovaSystems,Media & Entertainment,Pakistan,South Asia,Mid,On-site,36500,"Azure ML, Computer Vision, ETL, MLOps, Tableau, scikit-learn",6,20.0,CompanyWebsite,2025-03-15
JOB01010,Data Engineer (AI Systems),VertexData,Consulting,India,South Asia,Mid,Remote,40000,"Excel, Power BI, Statistics, scikit-learn",4,44.0,LinkedIn,2025-08-22
JOB01011,Computer Vision Engineer,QuantumWorks,Telecom,United States,North America,Entry,On-site,88500,"Azure ML, Computer Vision, Data Visualization, ETL, LLMs",5,47.0,LinkedIn,2025-01-09
JOB01012,Generative AI Developer,NovaLabs,Healthcare,Netherlands,Europe,Mid,Remote,155500,"Data Visualization, Generative AI, MLOps",3,35.0,CompanyWebsite,2025-07-10
JOB01013,AI Data Analyst,DeltaAI,Manufacturing,Singapore,Southeast Asia,Mid,Remote,47500,"LLMs, NLP, Prompt Engineering, Python",4,53.0,Glassdoor,2025-03-07
JOB01014,NLP Engineer,ArcWorks,Media & Entertainment,India,South Asia,Mid,Remote,50000,"Computer Vision, Power BI, Python, TensorFlow",4,50.0,CompanyWebsite,2025-12-22
JOB01015,Data Scientist,ZenithSolutions,Education,India,South Asia,Lead,Hybrid,84000,"AWS, Computer Vision, Docker, R, SQL, Statistics",6,12.0,Glassdoor,2025-06-11
JOB01016,Computer Vision Engineer,HelixAnalytics,Cybersecurity,India,South Asia,Senior,Hybrid,71000,"Data Visualization, NLP, TensorFlow",3,24.0,LinkedIn,2025-04-20
JOB01017,Applied Scientist,PulseWorks,Education,Australia,Oceania,Mid,Hybrid,167000,"AWS, Azure ML, Statistics, TensorFlow",4,46.0,LinkedIn,2025-10-18
JOB01018,Computer Vision Engineer,ArcLabs,E-commerce,UAE,Middle East,Senior,On-site,197500,"ETL, Excel, LLMs, TensorFlow, scikit-learn",5,14.0,CompanyWebsite,2025-11-19
JOB01019,Applied Scientist,QuantumGroup,Consulting,United States,North America,Senior,Remote,236500,"A/B Testing, AWS, Power BI, PyTorch, SQL, scikit-learn",6,23.0,LinkedIn,2025-06-07
JOB01020,AI Solutions Consultant,NimbusData,Manufacturing,UAE,Middle East,Senior,Hybrid,157000,"AWS, Docker, ETL, NLP, Power BI",5,15.0,CompanyWebsite,2025-04-17
JOB01021,Generative AI Developer,ZenithSolutions,Consulting,India,South Asia,Entry,Hybrid,31500,"A/B Testing, AWS, Generative AI, Power BI, Prompt Engineering, Statistics",6,48.0,LinkedIn,2025-10-07
JOB01022,AI Product Analyst,ZenithIntelligence,Education,United Kingdom,Europe,Senior,Remote,117500,"Data Visualization, LLMs, NLP, Power BI, Prompt Engineering, Tableau",6,28.0,LinkedIn,2025-10-17
JOB01023,AI Data Analyst,OrbitWorks,E-commerce,Pakistan,South Asia,Mid,Hybrid,20500,"Excel, Prompt Engineering, PyTorch",3,46.0,LinkedIn,2025-11-19
JOB01024,Computer Vision Engineer,LumenSolutions,Consulting,Brazil,South America,Senior,Remote,92500,"A/B Testing, Computer Vision, MLOps, NLP, scikit-learn",5,30.0,LinkedIn,2025-02-22
JOB01025,Business Intelligence Analyst (AI),NovaSystems,Consulting,United States,North America,Entry,Hybrid,55500,"AWS, Excel, Prompt Engineering, R",4,54.0,Glassdoor,2025-09-03
JOB01026,MLOps Engineer,LumenSolutions,E-commerce,France,Europe,Lead,Remote,181000,"Computer Vision, ETL, Power BI, Statistics",4,17.0,LinkedIn,2025-12-11
JOB01027,AI Ethics Analyst,VertexSystems,Media & Entertainment,United Kingdom,Europe,Mid,Hybrid,79000,"A/B Testing, Generative AI, NLP",3,41.0,LinkedIn,2025-03-27
JOB01028,Prompt Engineer,PulseGroup,Telecom,Germany,Europe,Mid,Hybrid,95000,"Azure ML, LLMs, MLOps, Power BI, Python, TensorFlow",6,44.0,LinkedIn,2025-10-20
JOB01029,AI Product Analyst,DeltaTechnologies,Telecom,United States,North America,Senior,Remote,172500,"A/B Testing, AWS, ETL, scikit-learn",4,35.0,LinkedIn,2025-10-29
JOB01030,Data Scientist,PrismData,Consulting,Ireland,Europe,Entry,Remote,85000,"Computer Vision, Docker, Excel, MLOps, PyTorch",5,84.0,Glassdoor,2025-10-01
JOB01031,AI Data Analyst,LumenWorks,Government,United Kingdom,Europe,Mid,Hybrid,64500,"A/B Testing, LLMs, Prompt Engineering, R, Tableau",5,35.0,Glassdoor,2025-06-06
JOB01032,AI Ethics Analyst,NovaAI,Media & Entertainment,United States,North America,Senior,Hybrid,149000,"AWS, Data Visualization, MLOps, Python, R, TensorFlow",6,21.0,LinkedIn,2025-04-14
JOB01033,Computer Vision Engineer,VertexLabs,Cybersecurity,Singapore,Southeast Asia,Lead,On-site,201500,"AWS, Azure ML, Power BI, Tableau, TensorFlow",5,4.0,LinkedIn,2025-09-01
JOB01034,NLP Engineer,NovaAI,Telecom,Australia,Oceania,Mid,Remote,114000,"ETL, NLP, Power BI",3,45.0,LinkedIn,2025-02-07
JOB01035,Data Scientist,NimbusTechnologies,Government,Poland,Europe,Senior,Remote,196500,"A/B Testing, Azure ML, Docker, Power BI, Statistics",5,19.0,Glassdoor,2025-05-08
JOB01036,MLOps Engineer,VantageLabs,Fintech,India,South Asia,Entry,Hybrid,32500,"Azure ML, Excel, LLMs, Power BI, TensorFlow",5,53.0,CompanyWebsite,2025-02-14
JOB01037,AI Research Engineer,OrbitLabs,E-commerce,Pakistan,South Asia,Mid,On-site,49500,"AWS, Data Visualization, ETL, Generative AI",4,29.0,Indeed,2025-04-26
JOB01038,AI Data Analyst,CortexData,E-commerce,Germany,Europe,Entry,Hybrid,39000,"Data Visualization, Docker, ETL, Statistics, scikit-learn",5,55.0,LinkedIn,2025-07-30
JOB01039,MLOps Engineer,ArcGroup,Fintech,Ireland,Europe,Entry,Remote,69500,"Docker, Generative AI, MLOps",3,78.0,Indeed,2025-01-27
JOB01040,Business Intelligence Analyst (AI),CortexSystems,E-commerce,Australia,Oceania,Mid,Hybrid,89000,"A/B Testing, Excel, Generative AI, Statistics",4,37.0,LinkedIn,2025-02-05
JOB01041,AI Solutions Consultant,LumenAnalytics,Government,United Kingdom,Europe,Senior,Hybrid,142500,"Excel, PyTorch, Statistics",3,17.0,Glassdoor,2025-09-12
JOB01042,Applied Scientist,NovaLabs,Consulting,United States,North America,Lead,Remote,357000,"Generative AI, MLOps, NLP, Python, TensorFlow",5,7.0,LinkedIn,2025-04-11
JOB01043,Computer Vision Engineer,AtlasAI,E-commerce,Poland,Europe,Entry,Hybrid,90000,"A/B Testing, LLMs, SQL, Statistics, TensorFlow, scikit-learn",6,56.0,LinkedIn,2025-12-27
JOB01044,Data Scientist,CortexLabs,Manufacturing,Pakistan,South Asia,Mid,On-site,31500,"SQL, Tableau, scikit-learn",3,33.0,LinkedIn,2025-09-19
JOB01045,AI Research Engineer,PulseAI,Healthcare,Germany,Europe,Senior,Remote,209500,"A/B Testing, Generative AI, Tableau, TensorFlow",4,32.0,LinkedIn,2025-10-18
JOB01046,AI Data Analyst,OrbitLabs,Cybersecurity,India,South Asia,Senior,Hybrid,30000,"Generative AI, LLMs, Power BI, SQL, Statistics, scikit-learn",6,,CompanyWebsite,2025-04-24
JOB01047,MLOps Engineer,NimbusTechnologies,Cybersecurity,United Kingdom,Europe,Mid,Hybrid,121000,"Excel, Generative AI, Power BI, scikit-learn",4,52.0,AngelList,2025-09-01
JOB01048,Computer Vision Engineer,LumenTechnologies,Healthcare,United Kingdom,Europe,Mid,Hybrid,132500,"AWS, Excel, PyTorch, SQL, Tableau",5,32.0,Glassdoor,2025-02-16
JOB01049,Data Engineer (AI Systems),LumenSolutions,Government,Singapore,Southeast Asia,Mid,Hybrid,89500,"MLOps, NLP, Power BI, scikit-learn",4,30.0,LinkedIn,2025-01-13
JOB01050,Generative AI Developer,HelixSolutions,E-commerce,United States,North America,Mid,Remote,168500,"Azure ML, Computer Vision, Data Visualization, Tableau, TensorFlow, scikit-learn",6,46.0,Glassdoor,2025-04-21
JOB01051,NLP Engineer,ArcTechnologies,Cybersecurity,Germany,Europe,Lead,Remote,225500,"Generative AI, MLOps, NLP, Power BI, Tableau",5,11.0,Glassdoor,2025-11-16
JOB01052,NLP Engineer,VertexGroup,Manufacturing,Ireland,Europe,Mid,Remote,145000,"Excel, Generative AI, NLP, Power BI, SQL, scikit-learn",6,49.0,LinkedIn,2025-10-18
JOB01053,Machine Learning Engineer,NimbusTechnologies,Cybersecurity,United States,North America,Lead,On-site,287500,"A/B Testing, Docker, Generative AI, Python, SQL",5,11.0,LinkedIn,2025-08-14
JOB01054,AI Product Analyst,VantageLabs,Government,UAE,Middle East,Entry,Remote,51000,"Computer Vision, Data Visualization, Generative AI, MLOps, Prompt Engineering, Python",6,73.0,LinkedIn,2025-07-11
JOB01055,Generative AI Developer,QuantumAnalytics,Cybersecurity,United Kingdom,Europe,Senior,Hybrid,200000,"MLOps, Python, SQL",3,16.0,LinkedIn,2025-12-13
JOB01056,Machine Learning Engineer,DeltaAI,Manufacturing,India,South Asia,Mid,Remote,43500,"ETL, Excel, Prompt Engineering, Python",4,52.0,LinkedIn,2025-06-25
JOB01057,Data Engineer (AI Systems),LumenAnalytics,Education,Pakistan,South Asia,Mid,Remote,35500,"A/B Testing, Computer Vision, Data Visualization, Docker, Prompt Engineering, Python",6,40.0,LinkedIn,2025-04-05
